listingValue,review_title,review_title_url,review_comment,review_date,review_user,review_user_url,review_rating,remove
,Adorable not abominable,https://www.imdb.com/review/rw5151025/?ref_=tt_urv,"I went into this movie not knowing much about it. I'd seen no commercials or advertisements for it except for one trailer. I needed to get my 4-year-old out of the house for a few hours, and I knew this would be a great movie for him. I ended up loving it just as much as he did, maybe even more! I laughed, I cried (well, one tear) and I left the theater wanting to give Everest a big hug.",29-Sep-19,msg827-819-229444,https://www.imdb.com/user/ur47368694/?ref_=tt_urv,10ค๋9ค้,1
,Abominable is amazing.,https://www.imdb.com/review/rw5156460/?ref_=tt_urv,"I have watched it three times so far. Abominable is heart touching story, with stimulating visuals and mellifluous music. It is a simple yet powerful movie and with a story that takes you on a journey.",1-Oct-19,satishgoda-75-83356,https://www.imdb.com/user/ur26499673/?ref_=tt_urv,10ค๋10ค้,1
,The Best Animated Film Ever,https://www.imdb.com/review/rw5148370/?ref_=tt_urv,Seriously though this is the best children's movie. No monsters or other scary characters. Definitely a feel good and very enjoyable movie. Beautiful and heartfelt,28-Sep-19,alesyaika,https://www.imdb.com/user/ur108182581/?ref_=tt_urv,10ค๋10ค้,1
,Best animated film this year.,https://www.imdb.com/review/rw5151030/?ref_=tt_urv,"This is the best animated movie I have seen this year. It is a perfect mixture of fantasy, comedy, and family story. Be sure to take your kids.",29-Sep-19,beachy-38431,https://www.imdb.com/user/ur68159882/?ref_=tt_urv,10ค๋10ค้,1
,Adorable!! Superrr Movie????,https://www.imdb.com/review/rw5146159/?ref_=tt_urv,"Wow wot a movie!! Just loved it, animation is just amazing to watch!! Visual spectacle at its best ???? Kudos to the team for their efforts, brilliant and outstanding movie ????",27-Sep-19,venkyrocks-89523,https://www.imdb.com/user/ur89652795/?ref_=tt_urv,10ค๋10ค้,1
,What a 'Beautiful Life',https://www.imdb.com/review/rw5151485/?ref_=tt_urv,"""Abominable"" is a perfect family animated film to watch, it'll make you laugh, and cry in every moment. It brought the Magic to Everest, almost like Disney would do. One of my favorite characters are Yi, and Everest, because he's so cute and they both can do magic. For me it's like watch ""Bumblebee"", all over again, but in a different way. It's a 'Beautiful Life"" to enjoy the ""#1 Movie in the World"", and it's so much better than ""How to Train Your Dragon: The Hidden World"".",30-Sep-19,bhernandez2216,https://www.imdb.com/user/ur53037576/?ref_=tt_urv,10ค๋10ค้,1
,Great movie for the whole family,https://www.imdb.com/review/rw5150146/?ref_=tt_urv,"If you want to see an original story that's great for all ages, then this movie is worth the ticket. See it in 3d if you can!!!",29-Sep-19,justin-fencsak,https://www.imdb.com/user/ur18723110/?ref_=tt_urv,10ค๋10ค้,1
,Funny and touching,https://www.imdb.com/review/rw5155382/?ref_=tt_urv,"The storyline is orthodox, but the devil is in the detail. I would highly recommend this movie. The graphic and the ideas are just amazing.",2-Oct-19,leorczhu-19648,https://www.imdb.com/user/ur103297013/?ref_=tt_urv,10ค๋10ค้,1
,The best animated film of the year!,https://www.imdb.com/review/rw5160327/?ref_=tt_urv,The best animated of the film of the year. So emotional and true to life on so many levels. This is what cultural diversity is all about. What a great film to watch for kids and adult alike.,4-Oct-19,warthogjump,https://www.imdb.com/user/ur16666241/?ref_=tt_urv,10ค๋10ค้,1
,Endearing.,https://www.imdb.com/review/rw5154030/?ref_=tt_urv,"Abominable tells the story of Yi(Chloe Bennet). Yi finds a Yeti on her roof and goes on an adventure to return the Yeti, to his family.
Abominable is a fantastic film. Writer-director Jill Culton has given us a movie, with plenty of adventure set pieces, hilarious, heartwarming & emotional scenes, all rolled into one. The animation is gorgeous. The 3D further engrosses you, in the proceedings of the movie. The Yeti is absolutely adorable. The voice-over work is unforgettable. Chloe Bennet is spectacular as Yi. Albert Tsai is brilliant as Peng. Tenzing Norgay Trainor is awesome as Jin. Joseph Izzo is outstanding as Everest. Eddie Izzard is awesome as Burnish. Sarah Paulson is excellent as Dr. Zara. Tsai Chin & Michelle Wong are superb as Nai Nai & Yi's Mom, respectively. The supporting cast is great. Abominable is a must watch, with your entire family. You will leave the theater, with a big smile on your face.",1-Oct-19,Anurag-Shetty,https://www.imdb.com/user/ur31646645/?ref_=tt_urv,10ค๋9ค้,1
,Great Animated Film From Pearl,https://www.imdb.com/review/rw5146959/?ref_=tt_urv,"As a fan of anime, this is an amazingly looking film from an Chinese company. Obviously DreamWorks distributed it, but this is an great start for the studio.
When I saw the trailer attached to the 'live-action' Dumbo remake and had no interest in seeing it. But I went to watch it with a group of friends, and we really liked it. I tend to disagree with some things my friends would say, although I will say this: it is a better looking DreamWorks film since, How To Train Your Dragon. If Pixar has gotten better with CGI, than this proves that DreamWorks can improve on their art. Whether it's made to look cartoony or realistic, this studio will still make some good material with great messages for kids. Even if some are hit and mess.
If you are Asian, or not (not being racist) this a recommendation for all.
P.S. when I say an anime, I mean it looks right out of a Miyazaki film.",28-Sep-19,swansondrew,https://www.imdb.com/user/ur100206449/?ref_=tt_urv,10ค๋9ค้,1
,great movie,https://www.imdb.com/review/rw5155401/?ref_=tt_urv,Good movie for kids great in 3d cool music and great scenery both kids and parents would like this movie,2-Oct-19,brewers-24768,https://www.imdb.com/user/ur62507797/?ref_=tt_urv,10ค๋9ค้,1
,Well done animation,https://www.imdb.com/review/rw5153586/?ref_=tt_urv,"Well done animation!! Besides sending good message in the movie, also introduce Chinese culture, cuisine and beautiful country.",1-Oct-19,ilovefoodcoma,https://www.imdb.com/user/ur96545050/?ref_=tt_urv,10ค๋9ค้,1
,Beautiful,https://www.imdb.com/review/rw5165183/?ref_=tt_urv,Me and son loved this movie please make more of this it was very funny and remarkable,6-Oct-19,orellana-41298,https://www.imdb.com/user/ur101528917/?ref_=tt_urv,10ค๋10ค้,1
,A heartwarming family movie,https://www.imdb.com/review/rw5201051/?ref_=tt_urv,"Very moving and cute. Highly enjoyable. Needs be taken at face value; it seems there is somebody polluting the reviews here because they feel this is Chinese propaganda. That's a shame; this movie isn't interpretated that way by 99,999% of the viewers and targeted audience.
Recommended!",20-Oct-19,anmunro,https://www.imdb.com/user/ur31068877/?ref_=tt_urv,10ค๋9ค้,1
,Brilliantly pure and happy film!,https://www.imdb.com/review/rw5199464/?ref_=tt_urv,"Quite disappointed to see all the political crap being brought into this. I thought it was brilliant , my daughter loved the film, it was emotional and brilliant and such an uplifting film.",19-Oct-19,ewan_peacock,https://www.imdb.com/user/ur73472182/?ref_=tt_urv,10ค๋10ค้,1
,Best DreamWorks Animation Movie Yet-i!!!,https://www.imdb.com/review/rw5167791/?ref_=tt_urv,"I saw DreamWorks's next big movie, Abominable at AMC Palisades 21 with my mom. It was the third animated film to feature a yeti after Smallfoot and Missing Link. My favorite part of the movie is when Yi is playing with her magic violin to do magic with Everest the Yeti, The funniest parts of the movie is when Peng plays with Everest and Jin running around. I laughed at these parts! And the most emotional parts are when Yi plays the magic violin when they made it to Beijing and the kids saying goodbye to Everest. It was so sad I cried for a bit.
So, Please go see that movie! It's so great and emotional! And don't let the yeti come to your house! I give this movie 10.8/10.9.",6-Oct-19,nickysofficialchannel,https://www.imdb.com/user/ur99602830/?ref_=tt_urv,10ค๋10ค้,1
,really enjoyed this film,https://www.imdb.com/review/rw5215443/?ref_=tt_urv,"Me and my wife really enjoyed this film but my 4 year old son was not much interested in it till the very ending
very nice visuals nice story great screen play totally loved it in isense and the with the sound quality it was a amazing experience i would really recommend this film because its for everyone of any age",26-Oct-19,imdb-ikysmoviedatabase,https://www.imdb.com/user/ur23304576/?ref_=tt_urv,10ค๋10ค้,1
,Visually satisfying and inspiring,https://www.imdb.com/review/rw5215233/?ref_=tt_urv,"The movie is visually satisfying and inspiring! Maybe this is not the best DreamWorks movie but it's definitely worth spending time and money. It has many wonderful moments. Don't be too critical, enjoy it, and this beautiful movie will warm your heart as it did mine.",26-Oct-19,miriammitty,https://www.imdb.com/user/ur108445081/?ref_=tt_urv,10ค๋10ค้,1
,I have to admit that Abominable certainly shocked me in ways I didn't expect.,https://www.imdb.com/review/rw5163729/?ref_=tt_urv,"When it comes to releasing great animated movies over the years, Dreamworks is hit and missed. Whether it's Shrek or Kung Fu Panda, there are some really great movies out there, but I once hit theaters How to Train Your Dragon, and each of its consecutively excellent sequels, I found myself wondering if that series peaked the studio. Okay, their latest release is Abominable, and after seeing it at the Toronto International Film Festival, I can confidently say that this is shockingly one of the best animated movies they've ever produced.Everybody assumes that the beast known as the Yeti is believed to be a legend, but a young girl (Yi) discovers in Abominable that one actually exists. She's been studying in laboratories until she escapes and finds her way to the roof of this man, and she makes friends with him and makes it her mission to return him to his home on Mount Everest along with two other colleagues. Hundreds of times this particular story has been told, but unlike many films that choose to copy and paste formulas, Abominable is one that genuinely cares about the characters and the journey they're going on, which made me fall in love with it as it progressed.Having written the story for Monster's Inc., worked on Toy Story and Toy Story 2 in the animation department at Pixar, finally directing her first animated feature in Open Season, and now officially writing and directing Abominable, bringing her complete vision to life, Jill Culton is one with a storied, though not huge, career. I have to confess that I'm going to follow her work for years to come after her outing here because I believe her dream and how it was presented were genuinely awesome. In fact, Dreamworks was on a roll with outstanding animation, and this film is nothing short of matching that definition.Nowadays, it should go without saying that most of the films released by major studios are likely to hire the best of the best to make the most stunning animation, but I just have to applaud them here. The smooth movements of characters and the details put into the wide shots of the scenery are all excellent, and these elements are only enhanced by a very fun cast of characters on an adventure that finally takes me home. If you're going to enjoy watching this movie for nothing else, but it has much more to say than that. Overall, at first sight, Abominable suffers from a familiar feeling, but this movie embraces that and produces a journey that feels fresh.The themes are meant for all ages throughout this movie, which is why I think this film will be a success with families all over the world when it hits theaters. When the trailers for this film first started to circulate, I didn't exactly leap out of my chair with anticipation, but after seeing it for myself, I have to admit that Abominable certainly shocked me in ways I didn't expect.",5-Oct-19,eminkl,https://www.imdb.com/user/ur107273206/?ref_=tt_urv,10ค๋9ค้,1
,Abimonable ? I prefer to say it Adorable ?คฃ,https://www.imdb.com/review/rw5166103/?ref_=tt_urv,"What an amazing animation, and take my emotion and mix it so well. I enjoyed it very much..",6-Oct-19,algawiranda,https://www.imdb.com/user/ur105437989/?ref_=tt_urv,10ค๋10ค้,1
,Amazing movie,https://www.imdb.com/review/rw5197249/?ref_=tt_urv,"I have a hard time rewatching movies but with this one I would have no problems. It was a very good movie all around, amazing quality, character development, and music. I would recommend a watch. And woop snake is best character.",19-Oct-19,serenityjadechapman,https://www.imdb.com/user/ur108812866/?ref_=tt_urv,10ค๋10ค้,1
,International law,https://www.imdb.com/review/rw5207109/?ref_=tt_urv,ASEAN people must be annoyed when watching a whole china's map with 9-dash-line covering the whole sea,23-Oct-19,auduongphuongnguyen,https://www.imdb.com/user/ur41966472/?ref_=tt_urv,10ค๋1ค้,1
,AN ACTUAL REVIEW NOT RELATING TO THE NINE DASH LINE,https://www.imdb.com/review/rw5204290/?ref_=tt_urv,"So many reviews about the nine dash line. firstly, the creators of the movie are most likely NOT chinese, or if they are, they are chinese anericans. regardless of that, the movie is so incredibly predictable and seems exactly the same as any other dreamworks movie. I was having such a hard time watching this movie.",21-Oct-19,lindaniel-11181,https://www.imdb.com/user/ur105040538/?ref_=tt_urv,10ค๋4ค้,1
,Beautiful family movie,https://www.imdb.com/review/rw5233970/?ref_=tt_urv,"I am glad I didn't read some of the negative reviews. I have to disagree, the story is nice, it's about love, family and loss. The visuals are really well done, characters are cute and music is beautiful. It's very endearing and heartfelt story of finding your way back home and dealing with a family loss. Definitely worth watching ??",3-Nov-19,lucieserhan,https://www.imdb.com/user/ur58870540/?ref_=tt_urv,10ค๋9ค้,1
,Dreamworks Abominable Film Review - Directors Jill Culton & Todd Wilderman Find Home With Chloe Bennet And An Endearing Baby Yeti,https://www.imdb.com/review/rw5233120/?ref_=tt_urv,"When a baby yeti escapes a research site, the owner, Eddie Izzard's Dr Burnish and his minions, are not far behind. Dreamworks and China's Pearl Studio set the Abominable action in Shanghai where our adorable yeti lands on young Yi's roof. Chloe Bennet of Marvel Agents Of Shield, (so we had to watch her big screen debut), voices the surprised teenager and hides him when the helicopters are circling overhead. Feeding him with grandma Tsai Chin's pork balls, (mmm they looked delicious), she manages to understand he is from Mount Everest, through a distant billboard. So names the cute fluffy baby Everest. And he's a playful puppy with strokeable fur, big beseeching blue eyes and milk teeth!
Directors Jill Culton & Todd Wilderman create a magical being who just wants to go home. Something that Yi hasn't had since her dad died. Her Mum voiced by Michelle Wong and Gran are doing everything right, but Yi keeps herself busy so that she doesn't have to spend time with them. She even plays her dad's violin on the roof away from them. Dreaming of the trip through China that he had planned for them before he died. Everything she earns goes towards it. While she tries to avoid her social media obsessed cousin Jin, voiced by Tenzing Norgay Trainor, (the great climber was his grandad), and young neighbour Peng, voiced by Albert Tsai.
When Jin and Peng also meet Everest one night on the roof, the resulting police call sets Sarah Paulson's zoologist Dr Zara on the trail. Her job was to find a yeti, and restore the reputation of Dr Burnish. And now she has to catch him all over again. She's not a Disney Princess! But taking flight, the frightened Everest, with Yi attached, has just made it a lot harder. With Yi intent on getting Everest home, and chasing after them the reluctant Jin, and excited Peng, who eventually catch up with the cargo ship they are leaving on. The Shanghai scenes are touchingly full of humour. And then we're off on their adventure to the Himalayas with Everest's magical humming powers.
Such a beautiful film, the script written by Jill Culton, who also co-produced, explores Chinese culture as much as it animates the journey. And there's a lot to discover.
The animators have designed an incredible world beyond the city. Everest can harness the beauty of nature and makes the journey even more magical. Whether it's flower wave riding, making giant blueberries grow, flying giant dandelion puffballs and even flying cloud fish. And when Yi plays her violin she discovers her own magic, and a familiar journey she never expected. But for Everest and Yi there really is no place like home.
During the end credits the story develops but no gerbils were eaten! A perfect film for kids that has a great musical score and beautifully paints the colours of China.",3-Nov-19,helenbassett,https://www.imdb.com/user/ur101877629/?ref_=tt_urv,10ค๋10ค้,1
,A gorgeous little film,https://www.imdb.com/review/rw5232923/?ref_=tt_urv,Such a cute story about friendship and loss. Beautiful cinematography and funny characters,3-Nov-19,ecallan-58599,https://www.imdb.com/user/ur68101686/?ref_=tt_urv,10ค๋9ค้,1
,Beautiful movie that was perfect for my 3y.o.'s first movie,https://www.imdb.com/review/rw5229318/?ref_=tt_urv,"Great movie. Sentimental, well animated, very engaging and not too scary for my daughters. I really enjoyed the film. I am not going to give a plot summary or synopsis but you can find them easily. I thought this was a great first movie and was happy we went.",2-Nov-19,James-r-swift,https://www.imdb.com/user/ur54927398/?ref_=tt_urv,,1
,It IS beautiful,https://www.imdb.com/review/rw5216142/?ref_=tt_urv,"I have so much to nitpick about this movie, I feel like the story is this vague veil that just sits in the background. BUT, it is a truly wonderful and heart warming film, and definitely worth the watch.",27-Oct-19,Migaish,https://www.imdb.com/user/ur99622833/?ref_=tt_urv,10ค๋6ค้,1
,Breathtakingly Beautiful,https://www.imdb.com/review/rw5215148/?ref_=tt_urv,"Lacked in depth and not the most original story, but scenes are masterfully crafted and absolutely stunning, to the point that you can overlook other minor flaws.",26-Oct-19,changyueyu,https://www.imdb.com/user/ur33562312/?ref_=tt_urv,10ค๋9ค้,1
,Cute Movie,https://www.imdb.com/review/rw5213806/?ref_=tt_urv,"Abominable Review:
Abominable is the story of three teenagers as they help a Yeti return to his family while avoiding a wealthy man and a zoologist who want it for their own needs. The trailer for this looked just adorable to me when I saw it. The story to me seemed as if it would be pretty touching and just overall enjoyable. Based on the trailer I was exactly right. I found myself enjoying Abominable. As an overall story I think it worked for most of the duration of the movie. A teenage girl, Yi, finds a Yeti on her roof and with discovering him, she finds out stuff about herself. I loved the incorporation of Yi's violin playing. The animation was actually correct on home one should play. Like in some animated movies they'll have people play instruments similar to how they're played, but not exactly. The vibrato, bow hold, and everything was correct. Later there's a cool thing with the violin where the animation was beautiful. The animation was pretty good in this. The backgrounds were simplified, sort of like a comic, and the characters had more detail, but not a lot. Some parts I think needed some work with the animation. To continue on with the story, it was still enjoyable. Predictable, but that's to be expected. Dreamworks made one of the best animated films of all time, How to Train Your Dragon. Abominable has similarities to that film and I could help but see parallels throughout. Basically what I'm saying is it's not the most original idea. I liked the family aspect of the movie. The three main characters are all related and there's just some family stuff to it that worked for me. One of the three, Peng, had a very annoying voice. It's not his fault but wow did that get annoying after a long time. Overall I think this is just an enjoyable movie. It may be because I saw this a week ago or this is all I got out of the movie, but this is a shorter review. I'd recommend this movie. I could probably see this being nominated in the awards season just because this one had messages throughout and critics did like it.
My Grade: B",26-Oct-19,sweidman-28016,https://www.imdb.com/user/ur74108860/?ref_=tt_urv,10ค๋7ค้,1
,"Can't go wrong, play it safe vibe yet stimulating",https://www.imdb.com/review/rw5137228/?ref_=tt_urv,"I went to see this with my 4 year old daughter, at my suggestion, and have no regrets whatsoever. It ticks all the boxes, plays all the right heart strings at the right moments, so while it's very uplifting you could be forgiven for thinking it was overly formulaic, because it is.
However, it works well, uplifting score mingled in with teases of coldplay and other various feelgood tripe suits the scenes well and leaves you walking away with a sense of satisfaction.
I really appreciated the way they tackled the bereavement angle, no spoilers, but they made Yi really validate herself to her late father in her own way that didn't overshadow or even interfere with the main quest she had been given. The other characters, while well purposed were inconsequential to the main plot, but plenty of laughs and a few genuine emotional moments made this film well worth a look.
PS The kid loved it.",22-Sep-19,btunstead,https://www.imdb.com/user/ur104186653/?ref_=tt_urv,10ค๋8ค้,1
,Funny,https://www.imdb.com/review/rw5164957/?ref_=tt_urv,Go watch it and it pretty funny too 100% Best ever,5-Oct-19,wyatt-05117,https://www.imdb.com/user/ur108401438/?ref_=tt_urv,10ค๋10ค้,1
,Surprisingly good,https://www.imdb.com/review/rw5164441/?ref_=tt_urv,"I really have my doubt when I watch the trailer. I thought this is just going to be a cringy kid's movie, but I was wrong. The adventure that these characters go through make the kids and their parents alike on the edge of their seats. The plot is simple for the young ones to follow but with added twist to make it quite entertaining. The visuals and the sounds are truly magical and breathtaking. Not one scene is boring. Not one scene is cringy. Highly recommended!",5-Oct-19,jakeydo,https://www.imdb.com/user/ur70516701/?ref_=tt_urv,10ค๋9ค้,1
,I loved this!,https://www.imdb.com/review/rw5164169/?ref_=tt_urv,"Took my 5 year old daughter who really enjoyed this movie, as did I! A very heartwarming tale!",5-Oct-19,sophie-mieras,https://www.imdb.com/user/ur39868240/?ref_=tt_urv,10ค๋9ค้,1
,Cute enough movie,https://www.imdb.com/review/rw5159620/?ref_=tt_urv,Okay so I purchased a ticket for this movie expecting the best as it was from DreamWorks but I was a little bit disappointed on the outcome it wasn't as funny as I expected or as charming but it works,4-Oct-19,bigcd57,https://www.imdb.com/user/ur35506523/?ref_=tt_urv,10ค๋8ค้,1
,Great movie from DreamWorks,https://www.imdb.com/review/rw5151664/?ref_=tt_urv,"Can they rename this movie to Everest? Because it's basically the abominable snowman's name throughout the movie. This movie has a wonderful story behind it, although I was a little disappointed to see those scenes where they were using their smart phones, and drones. I know most of us use smart phones to do a lot nowadays. And the thing about the drones, I'll admit they're cool. But seeing people use smartphones, and drones in animated movies just feels weird to me. Overall, the movie was excellent.",30-Sep-19,CristianFishbeck,https://www.imdb.com/user/ur88656998/?ref_=tt_urv,10ค๋8ค้,1
,It's good not great,https://www.imdb.com/review/rw5147202/?ref_=tt_urv,"The animation was beautiful, the voice acting was amazing but the story has some issues. I feel like it went to fast it's like they wanted to get it over with. Other than that the movie was good.",28-Sep-19,santyagohernandez,https://www.imdb.com/user/ur108092158/?ref_=tt_urv,10ค๋7ค้,1
,Safe But Still Loveable Film,https://www.imdb.com/review/rw5138258/?ref_=tt_urv,"DreamWorks deliver yet again a stunningly beautifully animated film that keeps the young and old at heart engaged. The storyline deals with loss, friendship and the treatment of ""animals"". As we follow the adventures of our hero Everest.
Yes these stories are sweet, but this isn't too sickly. You can't help cheering the kids and Everest (the yeti) as they try to take him home from the ""evil and misguided"" scientists. Abominable is a more than enjoyable time out at the flicks. Well scripted, comical moments and aesthetically pleasing.
Just watch for the whoop snakes.",23-Sep-19,mattclap28,https://www.imdb.com/user/ur15429412/?ref_=tt_urv,10ค๋8ค้,1
,Mediocre with a political message,https://www.imdb.com/review/rw5191656/?ref_=tt_urv,"There is no way this movie is a 9 or a 10. Not a chance.
It's not a 1 either but it definitely ranks low to medium as an animated movie.
I found it boring and spent most of my time looking for the China propaganda to pass my time.
Young kids thought it was ok, but haven't mentioned it once in the days following us viewing it, which shows it is easily forgettable for kids too.",16-Oct-19,Akodi,https://www.imdb.com/user/ur67822529/?ref_=tt_urv,10ค๋4ค้,1
,"Made with a younger audience in mind, but heartwarming and an enjoyable watch for adults too",https://www.imdb.com/review/rw5145685/?ref_=tt_urv,"Yi is struggling to connect with people when suddenly a yeti appears on her roof. Peng and Jin help Yi smuggle the yeti out of the city and the group ends up embarking on the adventure of a lifetime trying to get home. The movie boasts strong female leads- it's written and directed by Jill Culton (Monsters Inc.) with the main character, Yi, voiced by Chloe Bennet (Agents of SHEILD). Made with younger viewers in mind, it's a sweet animated movie that reminds viewers of all ages that music and kindness are universal languages. You can find our full review, what parents should know, and discussion questions by looking up Down the Hobbit Hole Blog Abominable Discussion Questions. While I don't think this will become a classic, it's one I'm glad I did not miss and would absolutely watch again.",27-Sep-19,downthehobbitholeblog,https://www.imdb.com/user/ur82535977/?ref_=tt_urv,10ค๋8ค้,1
